image_link,question,answer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-02.jpg,What do both women together showcase?,"a mix of elegance, style, and individuality"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-07.jpg,What type of event is taking place in the image?,an award ceremony
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-07.jpg,What color is the gown worn by the standout girl in the image?,red
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-07.jpg,What does the body language of the girls suggest?,connection or encouragement
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-07.jpg,What unique design feature does the girl's gown feature?,an exploded flower
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-07.jpg,How is the atmosphere among the peers during the event?,supportive and celebratory
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-11.jpg,What is the name of the event captured in the photograph?,'Thousands of Stars Award Ceremony 2015'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-11.jpg,Which television company is associated with organizing the event?,'TVB'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-11.jpg,What type of characters are used on the backdrop of the event?,'Traditional Chinese characters'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-11.jpg,Which department's nominees are being recognized at this event?,'Migrant Workers Department'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-11.jpg,What type of attire is commonly worn by guests at this event?,'Formal attire'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-11.jpg,What does the presence of a gold host's desk suggest about the event?,'There is a professional host'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-19.jpeg,What does the color red symbolize in many Asian cultures?,Good fortune and joy.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-19.jpeg,What style is the number '2015' displayed in on the backdrop?,"Three-dimensional, golden-yellow font."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-19.jpeg,How is the number '48' styled in the backdrop?,Playful and cartoon-like.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-24.jpg,What is the name of the award ceremony depicted in the image?,Wanqian Xin Hui Award Ceremony
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-24.jpg,What does the poster encourage the public to do?,Participate in voting for awards
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-24.jpg,What does the voting process on the poster indicate about the event's organization?,It is well-organized with specific dates and times
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-24.jpg,What does the color scheme of red and gold represent in the context of the event?,A celebratory atmosphere typical of Chinese culture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-24.jpg,What does the number '48' signify in the context of the awards?,A category or sequence number
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-24.jpg,What does the gold lettering of the year '2015' symbolize?,Prestige and importance
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-24.jpg,What do the traditional Chinese characters in the design represent?,The cultural identity of the audience
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-24.jpg,What tradition does the event relate to that acknowledges excellence?,The Autumn Awards tradition
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-26.jpg,What styles of gowns are mentioned in the descriptions of the celebrities?,"satin, mermaid, bodycon, backless"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-26.jpg,What elements in the attire showcase attention to detail?,"intricate back designs, sapphire jewelry, delicate embroidery"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-26.jpg,What does the first celebrity's soft pink gown radiate?,sophistication and timeless glamour
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-26.jpg,What do the poses of the celebrities convey about their portrayal in media?,confidence and charisma
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-26.jpg,What quality does the final celebrity's outfit add to red carpet fashion?,whimsical flair
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-26.jpg,What does the collage of celebrities represent in terms of cultural values?,celebration of individuality and diversity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-28.jpg,Where do the five female stars in the image appear to be from?,Hong Kong
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-28.jpg,What do the expressions of the women in the image convey?,Joy and confidence
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-28.jpg,What do the women's glamorous appearances and jewelry convey about their status?,They are celebrities
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-28.jpg,What aspect of the women's fashion is highlighted in relation to their careers?,Modern fashion trends
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-31.jpg,What thematic elements are suggested by 'Yuri produits'?,cultural representations
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-31.jpg,What does 'puryard' suggest about the cultural setting?,a significant location
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-31.jpg,What do 'notorious surgeon' and 'traditional and zmian' imply about society?,societal expectations and medical realities
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-31.jpg,What do the winner's emotional reactions and attire reflect?,values of humility and authenticity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-45.jpg,What type of suit is the man wearing?,a very formal black suit
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-45.jpg,What color and style is the woman's gown?,semi-transparent white gauzy gown
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-45.jpg,What newspaper is associated with the image?,Ming Pao
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-45.jpg,What emotion does the photograph capture between the two individuals?,connection and joy
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-45.jpg,What colors are present in the background lights?,yellow and blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-74.jpg,Which television station is hosting the event?,QB
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-74.jpg,What is the theme of the event?,Wanjian Xinhui Award Ceremony
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-74.jpg,What attire are the attendees wearing?,sophisticated black and white attire
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-74.jpg,What is missing from the event that typically adds to its glamour?,traditional red carpet
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/ten_thousands_thousands_star_shine_award_ceremony-1127-74.jpg,What role do style assistants play in the runway presentation?,indicate professional choreography
