image_link,question,answer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-39.jpg,What cultural elements are present in the background?,Chinese characters
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-39.jpg,What does the left side of the image depict in terms of atmosphere?,a formal or corporate atmosphere
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-41.jpg,What traditional summer-themed outfit does the girl on the far left wear?,a white swimsuit
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-41.jpg,What accessory does the girl on the far left have?,a hat
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-41.jpg,What kind of tattoo does the middle girl have?,a visible tattoo
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-45.jpg,What type of festival event is this celebration likely part of?,a larger celebratory event
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-45.jpg,Which celebrity nationality are the individuals associated with?,Taiwan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-48.jpg,What style do the words on the Christmas tree resemble?,Taiwanese characters
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-48.jpg,What animal motif is reflected in the foreground elements?,leopard motif
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-48.jpg,What suggests a Taiwanese cultural context in the image?,desktop image
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-49.jpg,What romantic phrase is displayed at the center bottom of the image?,"""Defeated Queen"""
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-49.jpg,"What does the phrase ""拜犬"" translate to in English?","""to pay homage to a dog"""
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-49.jpg,What cultural connection is suggested by the presence of traditional Chinese characters?,Hong Kong or Taiwan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-54.jpg,Who is the celebrated male figure known for Chinese television dramas?,a Chinese actor
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-54.jpg,What region is known for its vibrant entertainment scene related to the actors?,Taiwan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-54.jpg,What do the Chinese characters likely represent in the image?,a Taiwanese television station logo
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-58.jpg,Who is the well-known Taiwanese star in the image?,Ruan Dingtian
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-58.jpg,Which Asian celebrity is wearing a cream-colored trench coat?,Liang Jingru
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-58.jpg,What type of hat does the young woman wear?,white hat with blue decorations
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-62.jpg,Who is the male celebrity holding the dog?,Ruan Jingtian
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-62.jpg,What type of event does the festive attire suggest?,a holiday evening
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-62.jpg,How is the dog described in a humorous way?,very ugly
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-65.jpg,What is the Chinese title on the backdrop associated with the drama?,Queen of Losers
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-65.jpg,What kind of dog is featured in the first image?,an unattractive breed
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-65.jpg,What style of clothing do the actors in the first image wear?,formal suit-like appearance
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/representatives_come_together_for_god_of_liberty's_opening_ceremony_and_release_balloon-1464-42.jpg,What ethical theme does the female teacher's message reflect?,relinquishing fame and fortune
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/representatives_come_together_for_god_of_liberty's_opening_ceremony_and_release_balloon-1464-42.jpg,What indicates that the male teacher in the center is an English teacher?,"""that is"" phrase"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/representatives_come_together_for_god_of_liberty's_opening_ceremony_and_release_balloon-1464-42.jpg,What subject is implied by the numbers on the blackboard behind the older male teacher?,mathematics
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/representatives_come_together_for_god_of_liberty's_opening_ceremony_and_release_balloon-1464-47.jpg,Who is the well-known Chinese television host in the image?,Le Jia
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/representatives_come_together_for_god_of_liberty's_opening_ceremony_and_release_balloon-1464-47.jpg,What does his shiny bald head suggest about cultural assumptions?,He's not a monk
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/representatives_come_together_for_god_of_liberty's_opening_ceremony_and_release_balloon-1464-47.jpg,What is the media outlet or website referenced in the image?,Jin Chu Wang
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/representatives_come_together_for_god_of_liberty's_opening_ceremony_and_release_balloon-1464-55.jpg,What traditional instrument is being played by the musicians?,suona
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/representatives_come_together_for_god_of_liberty's_opening_ceremony_and_release_balloon-1464-55.jpg,What is the theme of the performance highlighted by the banners?,celebrating rural life
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/representatives_come_together_for_god_of_liberty's_opening_ceremony_and_release_balloon-1464-56.jpg,What traditional act do the women perform to signify their graduation?,throwing graduation caps
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/representatives_come_together_for_god_of_liberty's_opening_ceremony_and_release_balloon-1464-56.jpg,What color and pattern does one girl on the far left wear?,blue top with red and white patterns
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/representatives_come_together_for_god_of_liberty's_opening_ceremony_and_release_balloon-1464-56.jpg,What does one girl hold in her left hand that matches her outfit?,a piece of fabric
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/research_guiding_bureau,_foreign_education_bureau,_sport_administration_and_managing_department-1724-26.jpg","What do the colors blue, green, yellow, and cyan represent on the map?",administrative regions
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/research_guiding_bureau,_foreign_education_bureau,_sport_administration_and_managing_department-1724-26.jpg",Which provinces are highlighted on the map?,"Ryanggang Province, South Hamgyong Province, Pyongan Province"
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/research_guiding_bureau,_foreign_education_bureau,_sport_administration_and_managing_department-1724-26.jpg","What is indicated by the term ""Pyongyang Special City""?",the capital city of North Korea
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-13.jpg,"What does the title ""Formosa"" signify in relation to Taiwan?",historical name of Taiwan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-13.jpg,What does the illustration of the Earth represent?,global perspective
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-13.jpg,Which landscape features are characteristic of Taiwan's terrain in the image?,mountain ranges and rivers
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-19.jpg,What traditional Japanese meal style is emphasized in the book title?,bento
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-19.jpg,Who is the author recognized on the second book cover?,Water Bottle
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-27.jpg,What culturally significant items resembling red envelopes are prominently displayed?,red envelopes
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-27.jpg,What celebrations are typically associated with red envelopes?,Lunar New Year or weddings
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-30.jpg,What type of pen is prominently displayed on the table?,a handmade pen
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-30.jpg,Which cultural elements are reflected in the design of the setting?,Asian design elements
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-30.jpg,What decade is the estimated origin of the picture from?,the 1990s
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-36.jpg,What architectural feature adds character to the library scene?,a charming staircase
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-36.jpg,What color cloth covers the central table?,deep green
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-36.jpg,What type of books is featured prominently on the central table?,stacks of identical books
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-42.jpg,What cultural theme is reflected in the toy soldier's attire?,British theme
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/savage_culture_editorial_department-2980-42.jpg,What decorative elements are found on the soldier's hat?,"red, white, and blue stripes"
